"Баг, хороо","Баг, хорооны код",Малын төрөл,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
                    Чулуут,26552,Бүгд,60.59,60.95,63.46,64.51,67.09,69.18,67.21,69.44,69.09,67.23,60.94,63,61.19,62.87,60.12,58.48,60.43,61.65,55.79,58.15,63.91,66.05,63.99,64.78,65.56,64.44,65.31,71.18,72.99,76.43,72.66,66.63,64.25,67.31,76.11,83.08,93.24,108.03,122.33,135.6,115.67,120.49,131.276,148.649,164.157,168.747,187.525,194.96,197.557,225.653,208.45
                    Чулуут,26552,Адуу,7.51,7.18,6.9,6.51,6.32,6.29,6.01,5.69,5.22,5.08,4.88,5.04,5.14,5.33,5.67,5.41,5.45,5.47,5.24,5.22,5.54,5.94,6.23,6.68,7.44,7.94,7.65,8.37,8.22,9.11,9.02,8.22,8.17,7.4,7.93,7.8,8.35,8.76,9.44,10.05,9.89,10.52,10.635,11.434,12.414,12.997,13.981,15.038,15.677,18.033,17.474
                    Чулуут,26552,Үхэр,13.88,13.49,13.12,13.29,13.97,14.71,15.12,15.56,15.9,15.56,15.04,15.08,15.46,15.96,15.89,15.49,16.17,16.19,15.74,16.46,18.23,18.28,16.8,16.47,17.09,17.98,19.42,21.06,22.25,23.98,24.08,22.03,21.09,20.33,22.67,24.14,26.14,29.21,30,34.43,29.2,30.49,33.722,38.321,42.538,45.497,48.145,52.286,51.885,61.117,64.789
                    Чулуут,26552,Тэмээ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,
                    Чулуут,26552,Хонь,35.72,36.67,39.6,40.67,42.93,44.23,42.34,44.39,44.24,42.9,37.31,39.02,36.23,37.23,34.72,34.24,34.99,36.18,31.42,32.03,35.34,37.24,36.64,36.5,34.97,31.15,30,31.75,31.78,32.59,28.26,23.76,20.52,22.02,24.92,28.33,32.44,38.89,46.67,53.66,46.3,48.68,55.05,63.886,72.883,74.682,86.644,89.353,91.575,103.661,89.368
                    Чулуут,26552,Ямаа,3.47,3.61,3.84,4.04,3.86,3.95,3.74,3.8,3.73,3.7,3.71,3.85,4.35,4.35,3.84,3.33,3.82,3.8,3.39,4.43,4.8,4.59,4.32,5.14,6.06,7.37,8.25,10.01,10.74,10.75,11.29,12.62,14.48,17.55,20.58,22.81,26.31,31.17,36.22,37.46,30.28,30.8,31.869,35.008,36.322,35.571,38.755,38.283,38.42,42.842,36.819
                    Эрдэнэмандал,26555,Бүгд,145.12,152.1,132.74,127.28,137.46,133.53,124,114.44,117.42,109.93,117.54,120.09,129.86,121.95,105.02,94.42,85.42,88.8,95.69,102.33,110.41,98.4,102.73,111.31,126.56,136.68,138.98,159.17,172.07,193.15,192.39,167.33,172.43,200,193.93,209.88,230.39,259.43,299.4,322.75,263.54,302.27,341.418,372.261,420.445,415.348,473.612,488.712,512.936,558.493,468.931
                    Эрдэнэмандал,26555,Адуу,16.41,16.86,16.05,15.47,15.77,15.82,15.28,14.29,13.62,13.16,13.14,13.59,14.54,14.66,14.69,14.42,14.7,15.06,15.49,15.17,15.36,13.46,12.74,13.66,14.91,15.62,17.11,18.35,19.22,20.97,18.47,15.66,15.65,16.62,14.98,14.61,15.04,16.21,16.67,17.4,16.19,18.28,19.584,21.628,24.557,25.368,27.873,28.311,29.774,32.473,27.483
                    Эрдэнэмандал,26555,Үхэр,18.21,18.5,17.74,17.43,18.77,19.26,18.56,18.21,18.98,17.77,17.01,16.61,17.08,17.28,17.39,17.17,17.3,17.61,17.42,17.87,18.97,15.03,17.31,19.12,21.66,23.11,27.16,30.41,30.88,33.42,30.09,20.37,19.74,19.83,14.81,15.18,16.61,18.1,19.45,22,19.06,22.29,23.894,26.077,30.195,30.978,33.365,33.95,32.066,35.513,30.447
                    Эрдэнэмандал,26555,Тэмээ,0.48,0.48,0.38,0.34,0.31,0.3,0.24,0,0,0,0.01,0.01,0.01,0,0,,,,,,,0,0,0,0,0,0,,,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.04,0.05,0.041,0.03,0.033,0.036,0.035,0.033,0.034,0.03,0.032
                    Эрдэнэмандал,26555,Хонь,92.96,97.91,81.73,78.5,86.83,84.32,77.08,71.77,73.83,68.35,76.2,77.91,85.17,77.56,62.93,54.96,46.31,49.43,55.55,61.27,66.87,60.68,61.29,64.13,71.05,76.22,69.01,78.17,84.55,97.35,99.88,89.2,90.72,105.1,107.9,118.75,133.62,154.85,186.09,204.43,163.27,185.93,218.773,240.404,273.603,270.61,316.751,328.672,345.518,371.382,303.824
                    Эрдэнэмандал,26555,Ямаа,17.07,18.36,16.84,15.55,15.78,13.83,12.84,10.16,10.99,10.65,11.2,11.98,13.07,12.44,10,7.86,7.11,6.71,7.24,8.02,9.21,9.23,11.39,14.41,18.94,21.73,25.71,32.24,37.42,41.42,43.94,42.09,46.31,58.44,56.23,61.32,65.11,70.26,77.18,78.92,64.98,75.73,79.126,84.122,92.057,88.356,95.588,97.746,105.544,119.095,107.145
            Хөвсгөл,267,Бүгд,1599.64,1607.79,1587.78,1580.82,1676.08,1622.64,1494.26,1468.26,1567.21,1596.03,1600.53,1674.96,1734.25,1761.64,1777.85,1758.48,1725.83,1718.34,1740.08,1802.88,1871.9,1788.22,1747.45,1679.57,1787.99,1857.36,1976.91,2152.34,2295.87,2418.19,2269.61,1770.04,1900.81,2060.42,2295.17,2504.31,2973.54,3425.29,3815.69,3924.47,3101.33,3315.52,3601.673,3609.179,4157.223,4398.064,5089.386,5297.807,5710.365,6040.431,5500.553
            Хөвсгөл,267,Адуу,146.96,149.79,146,137.61,138.29,134.09,124.78,118.68,116.12,115.79,116.49,120.65,122.88,124.68,129.12,137.16,143.01,147.79,152.71,158.57,168.27,171.12,169.69,172.44,190.25,205.76,217.69,227.81,235.61,251.56,229.33,167.71,168.34,164.94,156.11,148.01,148.88,149.55,151.84,155.65,148.69,155.33,161.203,165.535,183.343,195.671,223.397,240.321,261.98,281.812,271.528
            Хөвсгөл,267,Үхэр,220.88,228.88,230.34,233.99,247.63,255.23,246.22,234.99,241.82,236.54,339.21,237.5,241.14,249.16,263.56,275.99,280.79,286.02,288.83,300.93,322.83,327.75,332.39,327.46,355.77,388.46,415.5,442.16,458.5,482.23,416.52,236.47,235.24,231.46,238.37,254.89,286.27,321.67,346.57,358.95,312.42,313.84,322.113,316.835,355.375,392.028,436.645,461.287,482.458,514.51,501.08
            Хөвсгөл,267,Тэмээ,8.5,8.36,8.15,7.96,7.92,7.7,7.03,6.65,6.57,6.49,6.5,6.63,6.87,6.76,6.72,6.76,6.74,6.82,6.91,7.04,7.15,6.34,5.6,5.28,5.39,5.4,5.37,5.36,5.4,5.34,4.63,3.37,3.15,3.04,2.73,2.44,2.46,2.35,2.29,2.41,2.29,2.1,2.104,1.915,1.945,1.995,2.097,2.201,2.292,2.386,2.284
            Хөвсгөл,267,Хонь,990.87,989.58,974.18,977.62,1055.13,1016.65,923.82,914.7,989.82,1018.28,1020.11,1078.13,1119.07,1131.57,1119.1,1096.77,1054.3,1038.19,1036.46,1061.72,1093.21,1007.29,941.6,850.17,846.02,812.22,827.41,881.59,934.03,1000.1,944.89,747.35,769.09,816.37,931.98,1040.17,1248.95,1441.93,1618,1732.68,1363.93,1457.49,1673.087,1722.754,1997.118,2123.735,2489.295,2597.457,2766.185,2935.058,2622.814
            Хөвсгөл,267,Ямаа,232.43,231.18,229.11,223.65,227.12,208.97,192.41,193.23,212.87,218.93,221.22,232.06,244.28,249.48,259.35,241.79,240.99,239.53,255.18,274.63,280.44,275.73,298.17,324.22,390.56,445.51,510.94,595.42,662.33,678.96,674.23,615.15,724.99,844.62,965.99,1058.81,1286.98,1509.8,1696.99,1674.78,1274,1386.77,1443.166,1402.14,1619.442,1684.635,1937.952,1996.541,2197.45,2306.665,2102.847
                Мөрөн,26701,Бүгд,9.82,10.73,7.65,10.36,11.63,10.94,11.32,13.49,10.72,9.44,10.38,11.22,12.17,13.42,13.63,16.01,17.92,19.02,20.55,22.49,38.92,43.96,65.43,70.02,72.68,73.45,81.5,94.45,109.72,111.59,103.36,73.29,85.79,89.05,100.97,106.15,134.02,161.83,191.18,201.46,130.16,152.46,167.356,154.502,190.921,193.252,214.186,237.326,286.624,249.815,250.551
                Мөрөн,26701,Адуу,1.41,1.61,1.19,1.17,1.68,1.57,1.41,1.76,1.22,1.08,1.1,1.09,1.05,1.07,1.05,1.17,1.25,1.36,1.4,1.6,2.34,2.5,3.38,3.73,4.28,4.93,5.46,6.02,7.86,9.11,8.56,4.88,5.41,5.26,5,4.27,4.22,4.14,4.69,4.63,4.14,4.45,5.633,5.495,6.823,7.149,8.72,9.675,10.614,10.97,11.869
                Мөрөн,26701,Үхэр,3.12,3.22,3.19,3.38,3.92,4.56,4.7,4.72,3.93,3.82,4.39,4.4,4.6,5.16,4.85,5.37,6.21,7.14,7.57,7.96,10.46,10.1,13,12.65,13.43,15.39,15.93,17.55,19.89,20.15,17.05,6.32,6.61,6.64,6.74,7.14,8.55,10.21,11.83,12.3,9.21,10.26,10.379,10.028,12.227,13.08,14.693,16.073,17.184,16.918,17.518
                Мөрөн,26701,Тэмээ,0,0,0,0,0.01,0.01,0,0.01,0,,,0,,,,,,,,,,,0.04,0.02,,0.01,0.02,0.01,0.03,0.07,0.05,0.04,0.03,0.04,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.027,0.009,0.007,0.009,0.007,0.01,0.012,0.007,0.06
                Мөрөн,26701,Хонь,3.83,4.59,2.61,5,5.07,3.7,4.14,5.65,4.23,3.27,3.81,4.08,4.76,4.99,5.3,7.11,7.82,7.54,8.22,9,19.47,23.69,36.4,38.55,35.75,32.1,35.47,40.8,44.55,46.36,41.34,29.97,33.02,32.98,36.17,38.06,47.92,59.42,70.71,80.73,55.37,66.2,79.201,76.075,92.169,94.542,103.586,114.902,136.718,119.977,116.853
                Мөрөн,26701,Ямаа,1.46,1.31,0.67,0.81,0.95,1.11,1.06,1.35,1.35,1.26,1.09,1.65,1.75,2.2,2.43,2.35,2.65,2.99,3.37,3.93,6.64,7.67,12.62,15.07,19.23,21.02,24.63,30.07,37.4,35.9,36.36,32.08,40.71,44.12,53.04,56.66,73.31,88.06,103.94,103.79,61.42,71.53,72.116,62.895,79.695,78.472,87.18,96.666,122.096,101.943,104.251
                Алаг-Эрдэнэ,26704,Бүгд,64.74,67.65,63.23,63.14,64.14,62.85,60.78,60.27,64.72,63.94,63.68,63.69,66.42,67.35,67.34,62.27,59.98,55.22,55.31,57.24,57.32,55.9,52.6,46.91,46.02,46.16,48.12,52.42,60.86,67.94,66.05,48.67,54.52,63.13,76.19,78.99,93.84,108.4,117.66,131.52,119.39,116.53,153.115,147.671,174.357,183.338,219.468,253.269,285.993,298.716,290.061
                Алаг-Эрдэнэ,26704,Адуу,7.29,7.49,6.88,5.91,5.58,5.48,5.3,4.85,4.72,4.66,4.59,4.5,4.56,4.51,4.62,5.03,4.97,4.78,4.97,4.93,4.99,5.22,5.09,5.05,5.31,5.64,6.01,6.23,7.08,7.73,7.41,6.01,6.35,6.43,6.39,5.5,5.17,4.79,4.4,4.16,4.23,4.31,7.005,6.779,7.352,7.845,9.001,10.44,12.019,13.148,13.586
                Алаг-Эрдэнэ,26704,Үхэр,8.7,8.96,9.07,9.09,9.05,9.47,9.11,8.81,8.69,8.17,7.77,7.57,7.64,7.94,8.35,8.48,8.51,8.65,8.32,8.35,8.36,9.3,9.41,9.85,11,11.71,12.45,13.33,15.09,16.38,15.83,8.62,9.01,9.64,10.61,10.96,12.11,12.9,13.92,14.71,14.31,13.31,20.415,17.808,20.094,22.356,25.483,28.728,32.258,34.473,35.251
                Алаг-Эрдэнэ,26704,Тэмээ,0.19,0.2,0.2,0.19,0.17,0.16,0.13,0.12,0.11,0.1,0.1,0.09,0.1,0.1,0.1,0.09,0.08,0.07,0.01,0.02,0.01,0.01,0.02,0.02,0.02,0.03,0.03,0.05,0.05,0.07,0.06,0.04,0.05,0.05,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.02,0.012,0.006,0.008,0.014,0.013,0.019,0.02,0.016,0.012
                Алаг-Эрдэнэ,26704,Хонь,42.7,44.9,41.31,42.07,43.9,43.29,42.45,42.9,47.27,47.04,47.37,47.54,49.85,50.6,49.65,44.78,42.14,37.71,38.1,39.23,39.43,37.3,33.77,27.09,23.46,20.79,19.93,20.78,23.07,26.48,24.69,17.33,18.32,20.11,25.64,27.53,33.18,37.88,40.8,48,45.68,43.82,56.284,57.604,69.968,72.574,90.671,106.394,119.93,127.427,123.858
                Алаг-Эрдэнэ,26704,Ямаа,5.87,6.1,5.77,5.89,5.44,4.45,3.79,3.59,3.94,3.97,3.87,3.99,4.28,4.19,4.62,3.89,4.3,4.01,3.9,4.71,4.53,4.06,4.32,4.9,6.22,8,9.71,12.03,15.57,17.28,18.07,16.67,20.79,26.9,33.53,34.97,43.35,52.79,58.52,64.63,55.14,55.07,69.399,65.474,76.935,80.549,94.3,107.688,121.766,123.652,117.354
                Арбулаг,26707,Бүгд,134.64,123.53,123.73,125.62,128.38,119.31,111.42,117.86,125.71,126.18,130.48,131.69,133.64,130.42,125.61,122.97,124.56,127.92,128.84,130.55,132.83,126.66,117.58,105.2,112.71,120.38,129.56,142.55,152.35,161.69,151.78,95.47,100.32,116.31,135.22,145.72,172.13,194.98,213.53,232.39,204.72,207.2,223.45,221.434,256.042,272.116,316.746,347.159,379.068,418.459,400.428
                Арбулаг,26707,Адуу,8.7,8.86,8.92,8.38,8.11,7.62,6.87,6.87,7.03,7.14,7.43,7.6,7.3,7.37,7.87,8.53,8.91,9.15,9.75,9.9,10.1,10.85,10.84,10.3,11.43,12.39,13.26,14.4,14.97,16.71,15.57,8.96,8.69,9.05,9.3,9.03,9.2,9.25,9.33,9.46,9.11,9.26,9.545,9.689,10.698,11.103,12.916,13.984,15.001,16.299,15.78
                Арбулаг,26707,Үхэр,12.86,12.36,12.64,12.8,13.16,13.05,12.32,11.52,12.05,11.62,11.67,11.8,11.65,12.75,13.62,14.51,15.4,16.34,16.85,17.02,17.86,19.17,18.56,16.75,18.54,20.64,22.63,24.93,26.33,27.82,24.01,7.71,7.58,8.62,9.74,10.75,11.8,13.62,14.65,15.78,14.49,13.48,13.393,11.797,12.847,14.376,16.808,18.421,19.75,22.291,21.97
                Арбулаг,26707,Тэмээ,0.96,0.91,0.9,0.87,0.85,0.81,0.77,0.75,0.73,0.75,0.72,0.74,0.73,0.75,0.74,0.78,0.8,0.83,0.87,0.86,0.87,0.68,0.66,0.6,0.54,0.48,0.47,0.47,0.45,0.46,0.4,0.3,0.24,0.23,0.2,0.18,0.17,0.18,0.18,0.2,0.18,0.18,0.185,0.176,0.182,0.191,0.186,0.208,0.224,0.243,0.233
                Арбулаг,26707,Хонь,93.15,84.51,83.68,85.32,89.8,83.81,78.59,84.81,90.34,90.04,92.82,93.24,95,91.47,85.76,82.26,81.82,82.22,79.38,78.95,79.21,73.86,65.97,55.85,55.62,55.15,56.74,59.89,63.38,69.05,65.83,45.75,45.87,50.51,58.46,64.1,75.22,84.43,94,103.4,98.47,98.68,112.888,113.788,132.66,142.354,166.056,184.545,199.303,222.888,214.056
                Арбулаг,26707,Ямаа,18.96,16.9,17.59,18.25,16.46,14.01,12.87,13.92,15.57,16.64,17.84,18.31,18.95,18.08,17.63,16.9,17.63,19.38,21.98,23.83,24.78,22.1,21.55,21.71,26.58,31.72,36.46,42.86,47.23,47.64,45.98,32.75,37.94,47.92,57.52,61.66,75.74,87.51,95.38,103.56,82.47,85.6,87.439,85.984,99.655,104.092,120.78,130.001,144.79,156.738,148.389
                Баянзүрх,26710,Бүгд,64.28,66.54,67.02,61.82,65.75,71.05,67.21,71,77.99,80.47,82.75,86.9,90.8,98.44,103,105.09,106.01,109.06,109.52,108.61,107.89,100.21,98.1,95.45,103.02,104.17,110.85,119.85,123.37,120.06,111.62,82.7,89.47,98.01,110.4,112.04,138.68,160.44,175.7,183.72,155.59,162.52,182.824,179.504,196.676,213.764,249.015,282.939,311.826,342.381,318.623
                Баянзүрх,26710,Адуу,4.22,4.08,3.91,4.06,4.17,4.13,3.99,3.96,3.65,3.57,3.54,3.45,3.52,3.69,3.97,4.1,4.37,4.61,4.92,5.25,5.73,5.79,6.33,7.14,8.48,9.13,9.92,10.29,10.64,10.95,9.19,6.52,6.26,6.33,6.06,5.44,5.69,5.71,6.02,6.13,5.84,6.08,6.261,6.06,5.97,6.238,7.083,7.993,8.922,9.821,9.652
                Баянзүрх,26710,Үхэр,10.15,10.92,10.97,11.23,11.84,12.87,12.13,11.57,11.77,11.56,114.49,11.09,11.5,12.36,13.51,14.3,14.59,14.76,14.83,15.19,15.7,15.85,16.21,16.3,17.9,19.53,21.33,23.03,23.32,22.86,19.68,11.59,11.84,12.01,12.72,12.06,13.53,14.87,16.57,17.05,15.39,15.48,16.252,14.859,15.86,17.256,19.583,21.94,24.12,26.611,25.809
                Баянзүрх,26710,Тэмээ,0.58,0.57,0.56,0.57,0.6,0.59,0.55,0.53,0.49,0.47,0.46,0.46,0.49,0.46,0.44,0.44,0.43,0.43,0.43,0.42,0.39,0.47,0.55,0.64,0.69,0.7,0.66,0.63,0.59,0.54,0.47,0.39,0.36,0.34,0.28,0.23,0.21,0.2,0.19,0.18,0.17,0.12,0.097,0.089,0.073,0.077,0.071,0.08,0.077,0.097,0.088
                Баянзүрх,26710,Хонь,40.33,41.56,42.16,38.17,40.81,45.05,42.74,46.21,52.6,55.19,57.07,61.19,63.36,69.02,71.16,72.77,72.84,75.36,74.87,72.58,69.54,61.34,57.09,51.48,51.83,47.9,48.5,51.38,53.16,53.37,52.02,40.47,44.42,46.93,54.93,57.63,74.53,87.17,90.44,92.49,77.61,79.82,94.197,96.031,105.938,116.39,138.213,161.232,175.031,192.119,174.744
                Баянзүрх,26710,Ямаа,9,9.42,9.43,7.79,8.33,8.4,7.81,8.74,9.47,9.67,10.18,10.71,11.93,12.9,13.91,13.48,13.79,13.9,14.47,15.17,16.53,16.76,17.92,19.88,24.12,26.91,30.43,34.52,35.65,32.35,30.26,23.73,26.59,32.41,36.42,36.69,44.72,52.48,62.48,67.88,56.58,61.02,66.017,62.465,68.835,73.803,84.065,91.694,103.676,113.733,108.33
                    Бүрэнтогтох,26713,Бүгд,89,84.81,84.3,122.42,130.86,118.48,97.37,99.38,108.13,108.38,110.49,119.2,122.98,126.75,130.4,128.59,122.31,123.98,125.1,134.87,134.93,131.12,121.7,116.65,123.92,127.87,137.29,152.16,160.39,163.15,145.16,92.4,103.43,123.5,145.19,163.5,198.33,231.57,246.22,285.47,191.99,222.39,239.952,247.094,297.272,320.612,384.864,390.439,420.683,436.067,401.277
                    Бүрэнтогтох,26713,Адуу,9.72,10,9.89,10.87,10.75,10.14,9.02,8.72,8.91,8.84,9.41,9.93,10.01,9.94,10.31,10.88,11.22,11.78,12.08,12.4,12.66,12.53,11.28,10.76,11.7,12.74,13.8,14.68,15.19,16.06,13.68,7.19,7.33,7.83,7.77,7.27,7.45,7.53,7.87,8.57,7.55,8,8.113,8.33,9.722,10.765,12.683,13.52,15.198,15.752,15.461
                    Бүрэнтогтох,26713,Үхэр,8.98,9.09,9.5,13.41,14.34,14.23,13.03,12.16,12.43,11.81,12.2,12.47,12.73,12.78,13.94,14.32,14.09,15.43,15.79,17.03,16.79,17.44,16.43,14.79,16.81,19.21,21.48,22.8,23.99,24.98,20.82,5.76,6.48,7.49,8.51,9.31,11.03,12.96,13.95,16.27,11.29,12.23,13.048,13.134,15.769,18.119,21.262,20.482,22.059,23.38,23.306
                    Бүрэнтогтох,26713,Тэмээ,0.45,0.43,0.43,0.94,0.99,1.02,0.93,0.84,0.86,0.86,0.93,0.98,1,1.02,1.03,1.08,1.03,1.06,1.1,1.17,1.2,1.13,0.8,0.59,0.56,0.49,0.48,0.45,0.46,0.45,0.4,0.3,0.29,0.24,0.19,0.17,0.14,0.12,0.12,0.13,0.11,0.08,0.082,0.116,0.108,0.103,0.101,0.116,0.117,0.124,0.136
                    Бүрэнтогтох,26713,Хонь,57.38,54,53.25,81.7,89.09,80.25,62.77,66.19,73.34,73.9,74.28,81.6,84.23,87.48,88.66,86.67,80.04,79.48,78,84.25,84.34,78.44,71.39,66.59,65.4,62.35,63.56,69.76,72.93,75.34,66.37,45.57,47.81,55.89,66.11,76.12,91.25,106.33,115.1,138.24,94.15,108.83,123.151,132.201,158.259,171.057,206.441,209.333,218.796,230.361,210.127
                    Бүрэнтогтох,26713,Ямаа,12.46,11.29,11.22,15.5,15.68,12.84,11.62,11.47,12.59,12.98,13.67,14.23,15.02,15.53,16.46,15.65,15.93,16.24,18.14,20.02,19.94,21.58,21.81,23.92,29.45,33.08,37.98,44.48,47.83,46.32,43.9,33.57,41.52,52.04,62.61,70.65,88.47,104.63,109.18,122.27,78.89,93.26,95.558,93.313,113.414,120.568,144.377,146.988,164.513,166.45,152.247
                    Галт,26716,Бүгд,102.77,107.22,112.54,107.23,113.57,106.84,97.75,91.33,98.55,102.84,106.87,114.08,117.7,117.08,114.41,110.17,110.67,114.1,117.05,123.51,129.84,120.84,114.83,113.55,127.88,137.2,146.53,155.23,158.49,167.88,154.78,144.7,151.29,169.36,182.72,182.37,215.87,249.38,286.46,295.85,192.88,221.67,252.698,276.414,316.48,338.349,391.954,350.535,355.194,406.366,320.904
                    Галт,26716,Адуу,8.34,8.6,8.8,8.38,8.3,8.19,7.64,6.64,6.27,6.2,6.27,6.81,7.15,7.24,7.31,7.64,7.98,8.34,8.84,9.39,10.11,9.99,10.11,10.72,12.25,14.12,15.36,15.93,16.06,17.5,15.42,12.8,12.63,12.67,11.46,10.1,10.02,10.52,11.02,12.01,10.08,11.35,11.889,13.028,14.871,15.698,18.011,17.082,17.69,18.901,15.563
                    Галт,26716,Үхэр,12.98,13.49,14.07,14.4,15.3,16.08,15.11,13.67,13.56,13.72,13.7,14.33,14.87,14.52,15.09,15.74,16.06,16.84,17.26,17.89,19.27,18.21,19.19,19.45,21.73,24.66,27.11,27.04,25.38,27.54,21.12,11.36,11,10.16,10.01,9.65,11.42,13.22,15.4,16.83,10.98,12.19,13.792,15.573,18.08,20.611,23.172,22.028,21.758,24.602,20.761
                    Галт,26716,Тэмээ,0.4,0.41,0.41,0.4,0.41,0.36,0.32,0.3,0.3,0.31,0.32,0.34,0.34,0.31,0.32,0.32,0.32,0.34,0.34,0.34,0.33,0.22,0.19,0.19,0.21,0.2,0.2,0.19,0.19,0.15,0.14,0.11,0.1,0.09,0.06,0.05,0.03,0.04,0.04,0.04,0.04,0.04,0.033,0.037,0.028,0.03,0.032,0.035,0.023,0.027,0.03
                    Галт,26716,Хонь,65.05,67.48,71.15,66.96,72.51,67.22,61.44,57.64,64.06,67.67,72.58,77.62,79.97,79.5,76,73.08,72.4,74.22,74.96,78.85,82.44,74.79,65.56,60.2,64.78,64.51,64.76,66.93,69.74,73.49,70.04,68.28,68.71,75.05,83.33,85.09,100.04,115.72,131.7,141.39,86.91,97.01,118.01,130.422,151.032,162.494,190.781,165.278,163.251,184.55,140.481
                    Галт,26716,Ямаа,16.01,17.25,18.11,17.1,17.05,15,13.25,13.08,14.35,14.94,13.99,14.99,15.37,15.5,15.7,13.4,13.91,14.36,15.65,17.04,17.69,17.63,19.78,23,28.91,33.71,39.1,45.14,47.12,49.21,48.06,52.15,58.85,71.38,77.86,77.48,94.36,109.89,128.31,125.59,84.88,101.08,108.974,117.354,132.469,139.516,159.958,146.112,152.472,178.286,144.069
                    Жаргалант,26719,Бүгд,68.16,73.93,78.94,75.89,81.12,78.43,69.86,55.92,60.37,65.81,67.4,72.86,76.08,75.91,76.31,71.62,75.96,79.35,78.53,82,86.9,73.69,74.93,73.57,86.89,89.94,93.47,94.13,100.22,101.82,80.81,54.82,65.08,76.68,82.27,92.11,118.65,144.02,170.11,167.04,127.88,150,176.643,183.893,213.599,214.971,247.855,247.906,271.248,293.231,234.305
                    Жаргалант,26719,Адуу,6.07,6.46,6.52,6.32,6.7,6.76,6.26,5.84,5.33,5.46,5.49,5.81,6.3,6.37,6.57,6.9,7.06,7.58,8.14,8.47,8.96,8.38,7.47,7.5,9.23,10.3,10.93,11.04,11.29,11.94,9.41,6.1,6.67,5.64,5.13,4.92,5.06,5.63,6.1,6.57,6.46,7.41,8.529,8.849,10.089,10.749,12.285,13.387,15.101,16.442,14.134
                    Жаргалант,26719,Үхэр,9.49,10.35,10.98,11.14,11.78,12.27,11.59,9.17,9.46,9.58,9.76,9.88,10.5,10.68,11.03,11.52,11.87,12.75,12.52,12.58,13.74,11.86,12.23,12.64,16.01,18.29,20.16,19.77,19.79,20.38,14.66,6.34,7.12,6.35,6.1,6.47,7.79,9.54,11.03,11.78,9.01,10.51,12.409,13.073,15.593,16.395,18.017,19.216,21.006,23.364,20.396
                    Жаргалант,26719,Тэмээ,0.21,0.22,0.24,0.25,0.28,0.26,0.22,0.22,0.22,0.22,0.24,0.26,0.28,0.29,0.3,0.3,0.32,0.32,0.31,0.31,0.26,0.12,0.08,0.09,0.09,0.09,0.07,0.07,0.07,0.04,0.04,0.04,0.03,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.042,0.026,0.036,0.038,0.041,0.046,0.045,0.043,0.054
                    Жаргалант,26719,Хонь,43.5,47.66,50.95,48.69,52.95,50.61,44.13,34.33,37.78,42.15,43.67,47.96,49.9,49.07,48.54,44.6,48.24,49.48,48.97,51.2,53.65,43.69,44.07,39.37,42.64,40.22,38.92,37.61,40.34,40.84,33.05,24.04,28.08,33.44,37.44,43.69,58.15,71.8,84.29,86.82,64.66,74.74,94.719,100.771,118.761,120.413,140.955,138.689,150.161,162.237,122.321
                    Жаргалант,26719,Ямаа,8.9,9.23,10.25,9.49,9.42,8.54,7.66,6.36,7.59,8.41,8.23,8.95,9.09,9.51,9.87,8.3,8.48,9.22,8.59,9.44,10.29,9.66,11.07,13.97,18.92,21.05,23.39,25.65,28.73,28.63,23.65,18.31,23.18,31.23,33.58,37.03,47.63,57.04,68.68,61.86,47.74,57.32,60.944,61.174,69.12,67.376,76.557,76.568,84.935,91.145,77.4
                    Их-Уул,26722,Бүгд,74.41,76.36,72.97,74.38,80.03,75.76,68.89,64.28,67.04,69.77,72.02,74.94,82.45,84.27,85.42,82.05,69.87,60.42,62.27,64.03,68.27,68.68,69.67,71.25,73.25,77.1,85.31,92.92,106.32,116.98,108.27,113.49,125.88,127.03,140.29,160,189.47,213.11,242.59,223.88,205.71,211.15,224.194,217.88,247.55,257.951,296.282,296.949,299.851,318.689,278.098
                    Их-Уул,26722,Адуу,5.79,6.06,5.44,5.05,5.19,5.3,5.19,5.06,4.88,4.68,4.7,4.67,4.95,4.93,4.92,5.22,5.44,5.74,5.86,5.95,6.19,6.12,6.3,6.53,6.98,7.4,7.92,8.12,8.77,9.91,9.45,9.26,9.49,9.2,8.84,8.53,8.54,8.07,8.18,7.87,7.86,7.77,7.847,7.62,8.225,8.89,10.209,10.81,11.146,11.893,11.416
                    Их-Уул,26722,Үхэр,10.36,10.18,9.86,9.53,10.1,10.18,10,9.32,9.34,9.01,9.1,9.29,9.78,10.1,10.63,10.99,10.68,10.47,10.61,11.22,12.03,12.43,12.95,12.92,13.01,13.84,14.93,15.5,17.14,18.94,15.2,12.07,11.87,9.87,10.05,11.46,13.16,14.27,14.91,14.86,14.1,14.16,15.287,15.663,17.916,19.758,21.29,21.79,19.528,20.441,19.667
